,hh_id,name,link,salary
535,46939657,Интернет-маркетолог,https://chelyabinsk.hh.ru/vacancy/46939657?from=vacancy_search_list&query=data%20analyst,80 000 – 100 000 руб.
536,45253214,Java-разработчик (удаленно),https://chelyabinsk.hh.ru/vacancy/45253214?from=vacancy_search_list&query=data%20analyst,
537,46841714,Java-разработчик (Удаленно),https://chelyabinsk.hh.ru/vacancy/46841714?from=vacancy_search_list&query=data%20analyst,
538,45939984,Senior Java-Разработчик,https://chelyabinsk.hh.ru/vacancy/45939984?from=vacancy_search_list&query=data%20analyst,
539,47135056,Account Manager,https://chelyabinsk.hh.ru/vacancy/47135056?from=vacancy_search_list&query=data%20analyst,
540,47013007,Senior QA Automation Engineer (Bioinformatics),https://chelyabinsk.hh.ru/vacancy/47013007?from=vacancy_search_list&query=data%20analyst,
541,46729389,Руководитель BI,https://chelyabinsk.hh.ru/vacancy/46729389?from=vacancy_search_list&query=data%20analyst,
542,46952127,Senior Client Consultant (Qualitative),https://chelyabinsk.hh.ru/vacancy/46952127?from=vacancy_search_list&query=data%20analyst,
543,46593005,Business Development Manager (Game Dev),https://chelyabinsk.hh.ru/vacancy/46593005?from=vacancy_search_list&query=data%20analyst,
544,45352326,Специалист-аналитик по развитию категории,https://chelyabinsk.hh.ru/vacancy/45352326?from=vacancy_search_list&query=data%20analyst,
545,46088747,CRM marketing specialist,https://chelyabinsk.hh.ru/vacancy/46088747?from=vacancy_search_list&query=data%20analyst,
546,46302145,"Аналитик данных (SQL, BI, проект Retention)",https://chelyabinsk.hh.ru/vacancy/46302145?from=vacancy_search_list&query=data%20analyst,
547,43536761,Python Developer (SPB/Remote),https://chelyabinsk.hh.ru/vacancy/43536761?from=vacancy_search_list&query=data%20analyst,
548,46762560,"Manual QA & Testing, Remote",https://chelyabinsk.hh.ru/vacancy/46762560?from=vacancy_search_list&query=data%20analyst,1 300 – 2 300 USD
549,47140246,Разработчик DWH,https://chelyabinsk.hh.ru/vacancy/47140246?from=vacancy_search_list&query=data%20analyst,
550,44491610,Product owner / Ведущий менеджер продукта,https://chelyabinsk.hh.ru/vacancy/44491610?from=vacancy_search_list&query=data%20analyst,200 000 – 250 000 руб.
551,46486889,Бизнес-аналитик (1C Бизнес-предприятие),https://chelyabinsk.hh.ru/vacancy/46486889?from=vacancy_search_list&query=data%20analyst,
552,46075443,Project manager,https://chelyabinsk.hh.ru/vacancy/46075443?from=vacancy_search_list&query=data%20analyst,
553,47185465,Аналитик в рекламное агентство,https://chelyabinsk.hh.ru/vacancy/47185465?from=vacancy_search_list&query=data%20analyst,
554,46003408,KDB/Q Developer - GM Mercury,https://chelyabinsk.hh.ru/vacancy/46003408?from=vacancy_search_list&query=data%20analyst,от 180 000 руб.
555,47109686,CI Senior Business Consultant,https://chelyabinsk.hh.ru/vacancy/47109686?from=vacancy_search_list&query=data%20analyst,
556,46815943,Руководитель отдела цифровой аналитики,https://chelyabinsk.hh.ru/vacancy/46815943?from=vacancy_search_list&query=data%20analyst,
557,46857065,Middle ETL Разработчик,https://chelyabinsk.hh.ru/vacancy/46857065?from=vacancy_search_list&query=data%20analyst,до 120 000 руб.
558,45813235,Senior Python разработчик в SberDevices (команда Dialog Policy),https://chelyabinsk.hh.ru/vacancy/45813235?from=vacancy_search_list&query=data%20analyst,
559,46351868,ETL-разработчик,https://chelyabinsk.hh.ru/vacancy/46351868?from=vacancy_search_list&query=data%20analyst,
560,46861472,Руководитель по работе с агентствами (digital),https://chelyabinsk.hh.ru/vacancy/46861472?from=vacancy_search_list&query=data%20analyst,100 000 – 500 000 руб.
561,44792546,Affiliate manager (Мобильная реклама),https://chelyabinsk.hh.ru/vacancy/44792546?from=vacancy_search_list&query=data%20analyst,
562,46974809,UI / UX Designer,https://chelyabinsk.hh.ru/vacancy/46974809?from=vacancy_search_list&query=data%20analyst,150 000 – 250 000 руб.
563,44707315,Account Group Head / Руководитель клиентской группы (Performance),https://chelyabinsk.hh.ru/vacancy/44707315?from=vacancy_search_list&query=data%20analyst,
564,47079717,Java-разработчик — Revolver Online — Департамент финансового консультирования,https://chelyabinsk.hh.ru/vacancy/47079717?from=vacancy_search_list&query=data%20analyst,
565,47014286,WordPress Developer,https://chelyabinsk.hh.ru/vacancy/47014286?from=vacancy_search_list&query=data%20analyst,1 000 – 1 200 USD
566,47142609,Business Development Manager,https://chelyabinsk.hh.ru/vacancy/47142609?from=vacancy_search_list&query=data%20analyst,
567,47176947,Technical Support Specialist,https://chelyabinsk.hh.ru/vacancy/47176947?from=vacancy_search_list&query=data%20analyst,
568,44938260,Главный специалист по информационной безопасности SAP [id104184],https://chelyabinsk.hh.ru/vacancy/44938260?from=vacancy_search_list&query=data%20analyst,
569,46572383,Специалист по контекстной рекламе в Яндекс.Маркет (Фармнаправление),https://chelyabinsk.hh.ru/vacancy/46572383?from=vacancy_search_list&query=data%20analyst,
570,45533992,Backend-разработчик,https://chelyabinsk.hh.ru/vacancy/45533992?from=vacancy_search_list&query=data%20analyst,
571,47103377,Head of ASO,https://chelyabinsk.hh.ru/vacancy/47103377?from=vacancy_search_list&query=data%20analyst,
572,44711798,Middle+/Senior Java (Back-end) Developer,https://chelyabinsk.hh.ru/vacancy/44711798?from=vacancy_search_list&query=data%20analyst,
573,45153224,Data Engineer (аналитическая платформа),https://chelyabinsk.hh.ru/vacancy/45153224?from=vacancy_search_list&query=data%20analyst,
574,47120919,Senior Game Designer,https://chelyabinsk.hh.ru/vacancy/47120919?from=vacancy_search_list&query=data%20analyst,
575,46719811,Заместитель руководителя по управлению рисками,https://chelyabinsk.hh.ru/vacancy/46719811?from=vacancy_search_list&query=data%20analyst,
576,46607244,Специалист по поддержке автоматизированных рабочих мест (Поддержка АРМ),https://chelyabinsk.hh.ru/vacancy/46607244?from=vacancy_search_list&query=data%20analyst,100 000 – 100 000 руб.
577,47094847,Scala/Java разработчик / TeamLead,https://chelyabinsk.hh.ru/vacancy/47094847?from=vacancy_search_list&query=data%20analyst,200 000 – 250 000 руб.
578,46366301,Java Developer (middle-senior),https://chelyabinsk.hh.ru/vacancy/46366301?from=vacancy_search_list&query=data%20analyst,
579,46539510,UI/UX Designer,https://chelyabinsk.hh.ru/vacancy/46539510?from=vacancy_search_list&query=data%20analyst,
580,47095146,Middle Java разработчик,https://chelyabinsk.hh.ru/vacancy/47095146?from=vacancy_search_list&query=data%20analyst,
581,47085628,Backend Java Developer,https://chelyabinsk.hh.ru/vacancy/47085628?from=vacancy_search_list&query=data%20analyst,
582,47174506,Technical Solutions Specialist,https://chelyabinsk.hh.ru/vacancy/47174506?from=vacancy_search_list&query=data%20analyst,
583,46690006,Специалист поддержки продаж и сервисного обслуживания корпоративных клиентов,https://chelyabinsk.hh.ru/vacancy/46690006?from=vacancy_search_list&query=data%20analyst,
584,47106027,Ассистент отдела (наружная реклама),https://chelyabinsk.hh.ru/vacancy/47106027?from=vacancy_search_list&query=data%20analyst,
585,45989290,Менеджер проектов,https://chelyabinsk.hh.ru/vacancy/45989290?from=vacancy_search_list&query=data%20analyst,
586,44881110,Media Group Head (Digital) // Руководитель группы планирования,https://chelyabinsk.hh.ru/vacancy/44881110?from=vacancy_search_list&query=data%20analyst,
587,46696735,Ведущий специалист по сопровождению клиентов,https://chelyabinsk.hh.ru/vacancy/46696735?from=vacancy_search_list&query=data%20analyst,
588,46302145,"Аналитик данных (SQL, BI, проект Retention)",https://chelyabinsk.hh.ru/vacancy/46302145?from=vacancy_search_list&query=data%20analyst,
589,43321093,Ведущий аккаунт-менеджер (Mobile),https://chelyabinsk.hh.ru/vacancy/43321093?from=vacancy_search_list&query=data%20analyst,
590,44971675,Account Manager (Аккаунт-менеджер),https://chelyabinsk.hh.ru/vacancy/44971675?from=vacancy_search_list&query=data%20analyst,
591,46127419,Android разработчик,https://chelyabinsk.hh.ru/vacancy/46127419?from=vacancy_search_list&query=data%20analyst,160 000 – 200 000 руб.
592,45538270,Ведущий медиапленер / Senior media planner (offline),https://chelyabinsk.hh.ru/vacancy/45538270?from=vacancy_search_list&query=data%20analyst,
593,45441164,Junior_Java_dev (MSSC),https://chelyabinsk.hh.ru/vacancy/45441164?from=vacancy_search_list&query=data%20analyst,
594,46423413,Middle Java - разработчик,https://chelyabinsk.hh.ru/vacancy/46423413?from=vacancy_search_list&query=data%20analyst,
595,47107545,UX/UI Designer,https://chelyabinsk.hh.ru/vacancy/47107545?from=vacancy_search_list&query=data%20analyst,
596,44938261,Главный специалист по информационной безопасности SAP [id104184],https://chelyabinsk.hh.ru/vacancy/44938261?from=vacancy_search_list&query=data%20analyst,
597,46384862,Менеджер по развитию и продажам цифровых и IT-решений (Cloud),https://chelyabinsk.hh.ru/vacancy/46384862?from=vacancy_search_list&query=data%20analyst,
598,47174607,Frontend Team Lead,https://chelyabinsk.hh.ru/vacancy/47174607?from=vacancy_search_list&query=data%20analyst,
599,46845406,Web-разработчик,https://chelyabinsk.hh.ru/vacancy/46845406?from=vacancy_search_list&query=data%20analyst,
600,46949906,Senior frontend-разработчик (Vue),https://chelyabinsk.hh.ru/vacancy/46949906?from=vacancy_search_list&query=data%20analyst,
601,47113231,Эксперт ИТ инфраструктуры,https://chelyabinsk.hh.ru/vacancy/47113231?from=vacancy_search_list&query=data%20analyst,
602,47098267,Архитектор решений (Цифровая банковская платформа),https://chelyabinsk.hh.ru/vacancy/47098267?from=vacancy_search_list&query=data%20analyst,
603,47130229,Архитектор решений (Цифровая банковская платформа),https://chelyabinsk.hh.ru/vacancy/47130229?from=vacancy_search_list&query=data%20analyst,
604,47145279,Продуктовый дизайнер / Product Designer / UX/UI (проект МТС Профиль и Логин),https://chelyabinsk.hh.ru/vacancy/47145279?from=vacancy_search_list&query=data%20analyst,
605,46730065,Recruitment Specialist,https://chelyabinsk.hh.ru/vacancy/46730065?from=vacancy_search_list&query=data%20analyst,
606,47174613,Frontend Team Lead,https://chelyabinsk.hh.ru/vacancy/47174613?from=vacancy_search_list&query=data%20analyst,
607,46409791,Региональный менеджер по работе с ключевыми клиентами,https://chelyabinsk.hh.ru/vacancy/46409791?from=vacancy_search_list&query=data%20analyst,
608,47134668,Kotlin разработчик,https://chelyabinsk.hh.ru/vacancy/47134668?from=vacancy_search_list&query=data%20analyst,
609,47108471,Руководитель консультационных проектов\Product owner цифровых продуктов,https://chelyabinsk.hh.ru/vacancy/47108471?from=vacancy_search_list&query=data%20analyst,
610,46521070,Менеджер по подбору персонала,https://chelyabinsk.hh.ru/vacancy/46521070?from=vacancy_search_list&query=data%20analyst,60 000 – 70 000 руб.
611,46751256,Руководитель команды маркетинга (агентство интернет-рекламы),https://chelyabinsk.hh.ru/vacancy/46751256?from=vacancy_search_list&query=data%20analyst,
612,47130048,Главный менеджер по нефинансовым сервисам,https://chelyabinsk.hh.ru/vacancy/47130048?from=vacancy_search_list&query=data%20analyst,
613,46737143,Менеджер программы лояльности,https://chelyabinsk.hh.ru/vacancy/46737143?from=vacancy_search_list&query=data%20analyst,
614,46983853,Менеджер по продажам цифровых и ИТ-решений (Cloud),https://chelyabinsk.hh.ru/vacancy/46983853?from=vacancy_search_list&query=data%20analyst,
615,46856428,Специалист поддержки продаж и сервисного обслуживания корпоративных клиентов,https://chelyabinsk.hh.ru/vacancy/46856428?from=vacancy_search_list&query=data%20analyst,от 24 100 руб.
616,46477159,Менеджер проектов,https://chelyabinsk.hh.ru/vacancy/46477159?from=vacancy_search_list&query=data%20analyst,
617,47174052,Специалист по информационной безопасности DG/ RBAC,https://chelyabinsk.hh.ru/vacancy/47174052?from=vacancy_search_list&query=data%20analyst,
618,43869681,"Медиапленер (offline реклама, коммерческий отдел)",https://chelyabinsk.hh.ru/vacancy/43869681?from=vacancy_search_list&query=data%20analyst,
619,47068660,Process Analyst Manager,https://chelyabinsk.hh.ru/vacancy/47068660?from=vacancy_search_list&query=data%20analyst,от 200 000 руб.
620,46988378,Верстальщик / Junior front-end разработчик (React),https://chelyabinsk.hh.ru/vacancy/46988378?from=vacancy_search_list&query=data%20analyst,
621,47069333,Менеджер по работе с клиентами госсектора,https://chelyabinsk.hh.ru/vacancy/47069333?from=vacancy_search_list&query=data%20analyst,от 60 000 руб.
622,46879546,Менеджер по работе с коммерческой недвижимостью,https://chelyabinsk.hh.ru/vacancy/46879546?from=vacancy_search_list&query=data%20analyst,
623,47149810,Менеджер по продажам (В2В Крупный бизнес),https://chelyabinsk.hh.ru/vacancy/47149810?from=vacancy_search_list&query=data%20analyst,от 90 000 руб.
624,46839150,Менеджер по работе с клиентами госсектора,https://chelyabinsk.hh.ru/vacancy/46839150?from=vacancy_search_list&query=data%20analyst,
625,46630766,Менеджер по продажам крупным клиентам (B2B),https://chelyabinsk.hh.ru/vacancy/46630766?from=vacancy_search_list&query=data%20analyst,от 80 000 руб.
626,46919978,Старший специалист по продажам малому и среднему бизнесу (В2В),https://chelyabinsk.hh.ru/vacancy/46919978?from=vacancy_search_list&query=data%20analyst,
627,46820360,Старший специалист по продажам корпоративным клиентам (b2b),https://chelyabinsk.hh.ru/vacancy/46820360?from=vacancy_search_list&query=data%20analyst,
628,47069332,Старший менеджер по работе с клиентами b2g,https://chelyabinsk.hh.ru/vacancy/47069332?from=vacancy_search_list&query=data%20analyst,от 70 000 руб.
629,46923782,Старший специалист по продажам корпоративным клиентам,https://chelyabinsk.hh.ru/vacancy/46923782?from=vacancy_search_list&query=data%20analyst,
630,46919972,Старший специалист по продажам корпоративным клиентам (В2В),https://chelyabinsk.hh.ru/vacancy/46919972?from=vacancy_search_list&query=data%20analyst,
631,47105032,Директор практики информационно-аналитических систем,https://chelyabinsk.hh.ru/vacancy/47105032?from=vacancy_search_list&query=data%20analyst,
632,44563382,Sales manager / менеджер по продажам (offline реклама),https://chelyabinsk.hh.ru/vacancy/44563382?from=vacancy_search_list&query=data%20analyst,
633,47172423,Старший специалист по продажам клиентам B2B,https://chelyabinsk.hh.ru/vacancy/47172423?from=vacancy_search_list&query=data%20analyst,от 60 000 руб.
634,46513342,Ведущий специалист по телепродажам фиксированных услуг (B2B),https://chelyabinsk.hh.ru/vacancy/46513342?from=vacancy_search_list&query=data%20analyst,от 70 000 руб.
635,46770095,Старший специалист по продажам корпоративным клиентам (В2В),https://chelyabinsk.hh.ru/vacancy/46770095?from=vacancy_search_list&query=data%20analyst,
636,47113108,Руководитель проекта,https://chelyabinsk.hh.ru/vacancy/47113108?from=vacancy_search_list&query=data%20analyst,
637,46839285,Менеджер по продажам крупным клиентам,https://chelyabinsk.hh.ru/vacancy/46839285?from=vacancy_search_list&query=data%20analyst,от 80 000 руб.
638,46675451,Руководитель отдела маркетинга,https://chelyabinsk.hh.ru/vacancy/46675451?from=vacancy_search_list&query=data%20analyst,
639,46704702,Старший специалист по продажам корпоративным клиентам,https://chelyabinsk.hh.ru/vacancy/46704702?from=vacancy_search_list&query=data%20analyst,от 65 000 руб.
640,46919093,Менеджер по работе с корпоративными клиентами,https://chelyabinsk.hh.ru/vacancy/46919093?from=vacancy_search_list&query=data%20analyst,от 70 000 руб.
641,45341799,Исполнительный директор Управления развития инфраструктуры продаж,https://chelyabinsk.hh.ru/vacancy/45341799?from=vacancy_search_list&query=data%20analyst,
642,47173504,Старший специалист по продажам корпоративным клиентам (В2В),https://chelyabinsk.hh.ru/vacancy/47173504?from=vacancy_search_list&query=data%20analyst,
643,46769305,Старший специалист по продажам корпоративным клиентам (В2В),https://chelyabinsk.hh.ru/vacancy/46769305?from=vacancy_search_list&query=data%20analyst,
644,46686911,Старший/Ведущий специалист по продажам корпоративным клиентам,https://chelyabinsk.hh.ru/vacancy/46686911?from=vacancy_search_list&query=data%20analyst,от 70 000 руб.
645,46473919,Ведущий специалист по продажам корпоративным клиентам (средний бизнес),https://chelyabinsk.hh.ru/vacancy/46473919?from=vacancy_search_list&query=data%20analyst,
646,47087990,Ведущий специалист по закупкам,https://chelyabinsk.hh.ru/vacancy/47087990?from=vacancy_search_list&query=data%20analyst,
647,46732212,Менеджер по продажам В2В,https://chelyabinsk.hh.ru/vacancy/46732212?from=vacancy_search_list&query=data%20analyst,от 70 000 руб.
648,46888599,Менеджер по продажам корпоративным клиентам,https://chelyabinsk.hh.ru/vacancy/46888599?from=vacancy_search_list&query=data%20analyst,от 70 000 руб.
649,45919676,ML Engineer (Массовая персонализация),https://chelyabinsk.hh.ru/vacancy/45919676?from=vacancy_search_list&query=data%20analyst,
650,46366127,Специалист по КДП,https://chelyabinsk.hh.ru/vacancy/46366127?from=vacancy_search_list&query=data%20analyst,
651,46884515,Ведущий специалист по продажам корпоративным клиентам(cредний бизнес),https://chelyabinsk.hh.ru/vacancy/46884515?from=vacancy_search_list&query=data%20analyst,от 140 000 руб.
652,46368278,Менеджер по продажам крупным и ключевым клиентам (b2b),https://chelyabinsk.hh.ru/vacancy/46368278?from=vacancy_search_list&query=data%20analyst,от 110 000 руб.
653,46904472,Менеджер по работе с коммерческой недвижимостью,https://chelyabinsk.hh.ru/vacancy/46904472?from=vacancy_search_list&query=data%20analyst,
654,46704451,Менеджер по продажам (В2В),https://chelyabinsk.hh.ru/vacancy/46704451?from=vacancy_search_list&query=data%20analyst,от 90 000 руб.
655,46816202,Менеджер по продажам (В2В),https://chelyabinsk.hh.ru/vacancy/46816202?from=vacancy_search_list&query=data%20analyst,от 80 000 руб.
656,46871474,Начальник отдела по развитию и продажам нового бизнеса (NBD),https://chelyabinsk.hh.ru/vacancy/46871474?from=vacancy_search_list&query=data%20analyst,
657,47093718,Специалист по региональным продажам действующим корпоративным клиентам,https://chelyabinsk.hh.ru/vacancy/47093718?from=vacancy_search_list&query=data%20analyst,
658,47146039,Менеджер по продажам,https://chelyabinsk.hh.ru/vacancy/47146039?from=vacancy_search_list&query=data%20analyst,60 000 – 100 000 руб.
659,46470649,Java-разработчик (BigData),https://chelyabinsk.hh.ru/vacancy/46470649?from=vacancy_search_list&query=data%20analyst,
660,47057002,Product Analyst,https://chelyabinsk.hh.ru/vacancy/47057002?from=vacancy_search_list&query=data%20analyst,
661,47054114,Аналитик данных,https://chelyabinsk.hh.ru/vacancy/47054114?from=vacancy_search_list&query=data%20analyst,от 60 000 руб.
662,46814456,SEO-специалист,https://chelyabinsk.hh.ru/vacancy/46814456?from=vacancy_search_list&query=data%20analyst,
663,47054116,Аналитик данных,https://chelyabinsk.hh.ru/vacancy/47054116?from=vacancy_search_list&query=data%20analyst,от 60 000 руб.
664,47058493,Аналитик данных (проект 'Единый семантический слой'),https://chelyabinsk.hh.ru/vacancy/47058493?from=vacancy_search_list&query=data%20analyst,
665,46428163,Marketing Analyst for Fintech Segment,https://chelyabinsk.hh.ru/vacancy/46428163?from=vacancy_search_list&query=data%20analyst,
666,46245262,Junior Product Analyst (Game),https://chelyabinsk.hh.ru/vacancy/46245262?from=vacancy_search_list&query=data%20analyst,
667,47048248,"Data Engineer (DWH, Middle+)",https://chelyabinsk.hh.ru/vacancy/47048248?from=vacancy_search_list&query=data%20analyst,до 250 000 руб.
668,46129755,Business Analyst,https://chelyabinsk.hh.ru/vacancy/46129755?from=vacancy_search_list&query=data%20analyst,
669,47044039,Senior Business Analyst with Life Science experience,https://chelyabinsk.hh.ru/vacancy/47044039?from=vacancy_search_list&query=data%20analyst,
670,47039245,Business analyst (Microsoft),https://chelyabinsk.hh.ru/vacancy/47039245?from=vacancy_search_list&query=data%20analyst,
671,44847641,Marketing Analyst,https://chelyabinsk.hh.ru/vacancy/44847641?from=vacancy_search_list&query=data%20analyst,
672,46646811,Business Analyst,https://chelyabinsk.hh.ru/vacancy/46646811?from=vacancy_search_list&query=data%20analyst,
673,44665118,Аналитик данных,https://chelyabinsk.hh.ru/vacancy/44665118?from=vacancy_search_list&query=data%20analyst,
674,47062296,Аналитик,https://chelyabinsk.hh.ru/vacancy/47062296?from=vacancy_search_list&query=data%20analyst,
675,47058444,Аналитик,https://chelyabinsk.hh.ru/vacancy/47058444?from=vacancy_search_list&query=data%20analyst,
676,46271684,Senior Revenue Management Analyst,https://chelyabinsk.hh.ru/vacancy/46271684?from=vacancy_search_list&query=data%20analyst,
677,47044040,Senior Business Analyst with Life Science experience,https://chelyabinsk.hh.ru/vacancy/47044040?from=vacancy_search_list&query=data%20analyst,
678,47042154,Product analyst/Продуктовый аналитик,https://chelyabinsk.hh.ru/vacancy/47042154?from=vacancy_search_list&query=data%20analyst,
679,47045184,Product Analyst (Antifraud) / Продуктовый Аналитик (Антифрод),https://chelyabinsk.hh.ru/vacancy/47045184?from=vacancy_search_list&query=data%20analyst,
680,47040161,Web-аналитик,https://chelyabinsk.hh.ru/vacancy/47040161?from=vacancy_search_list&query=data%20analyst,
681,43718583,Системный аналитик (микросервисная архитектура),https://chelyabinsk.hh.ru/vacancy/43718583?from=vacancy_search_list&query=data%20analyst,
682,47052579,Младший менеджер по планированию спроса в Яндекс.Маркет,https://chelyabinsk.hh.ru/vacancy/47052579?from=vacancy_search_list&query=data%20analyst,
683,47048863,DWH аналитик в команду интеграционного риск менеджмента,https://chelyabinsk.hh.ru/vacancy/47048863?from=vacancy_search_list&query=data%20analyst,
684,40829824,Ведущий системный/бизнес аналитик,https://chelyabinsk.hh.ru/vacancy/40829824?from=vacancy_search_list&query=data%20analyst,
685,41778632,Инженер по работе с данными/Риск-аналитик (розничные кредитные риски),https://chelyabinsk.hh.ru/vacancy/41778632?from=vacancy_search_list&query=data%20analyst,
686,45267859,Маркетинговый аналитик,https://chelyabinsk.hh.ru/vacancy/45267859?from=vacancy_search_list&query=data%20analyst,от 130 000 руб.
687,45997486,WEB-аналитик,https://chelyabinsk.hh.ru/vacancy/45997486?from=vacancy_search_list&query=data%20analyst,
688,45557956,Разработчик ETL,https://chelyabinsk.hh.ru/vacancy/45557956?from=vacancy_search_list&query=data%20analyst,
689,42270337,Маркетолог-аналитик,https://chelyabinsk.hh.ru/vacancy/42270337?from=vacancy_search_list&query=data%20analyst,
690,47034184,BI аналитик (визуализация),https://chelyabinsk.hh.ru/vacancy/47034184?from=vacancy_search_list&query=data%20analyst,до 300 000 руб.
691,47057749,QA Automation / Инженер по автоматизации тестирования,https://chelyabinsk.hh.ru/vacancy/47057749?from=vacancy_search_list&query=data%20analyst,
692,47041504,"Специалист по работе с маркетинговыми технологиями, основанными на данных (Product manager)",https://chelyabinsk.hh.ru/vacancy/47041504?from=vacancy_search_list&query=data%20analyst,
693,47025872,Infrastructure Analyst,https://chelyabinsk.hh.ru/vacancy/47025872?from=vacancy_search_list&query=data%20analyst,
694,46276865,Java разработчик (команда SafeData),https://chelyabinsk.hh.ru/vacancy/46276865?from=vacancy_search_list&query=data%20analyst,
695,42929351,PPC Marketing Specialist,https://chelyabinsk.hh.ru/vacancy/42929351?from=vacancy_search_list&query=data%20analyst,
696,46425225,Junior affiliate manager (Mobile),https://chelyabinsk.hh.ru/vacancy/46425225?from=vacancy_search_list&query=data%20analyst,
697,46242576,Sales Digital Technology Manager,https://chelyabinsk.hh.ru/vacancy/46242576?from=vacancy_search_list&query=data%20analyst,
698,47057748,QA Automation / Инженер по автоматизации тестирования,https://chelyabinsk.hh.ru/vacancy/47057748?from=vacancy_search_list&query=data%20analyst,
699,47057747,QA Automation / Инженер по автоматизации тестирования,https://chelyabinsk.hh.ru/vacancy/47057747?from=vacancy_search_list&query=data%20analyst,
700,44858834,Архитектор,https://chelyabinsk.hh.ru/vacancy/44858834?from=vacancy_search_list&query=data%20analyst,
701,46281788,Data Engineer,https://chelyabinsk.hh.ru/vacancy/46281788?from=vacancy_search_list&query=data%20analyst,
702,47028551,Менеджер по проектам и аналитике,https://chelyabinsk.hh.ru/vacancy/47028551?from=vacancy_search_list&query=data%20analyst,
703,47010683,Инженер-аналитик данных,https://chelyabinsk.hh.ru/vacancy/47010683?from=vacancy_search_list&query=data%20analyst,37 000 – 70 000 руб.
704,44258731,Консультант WMS (Склад),https://chelyabinsk.hh.ru/vacancy/44258731?from=vacancy_search_list&query=data%20analyst,
705,47025563,IT Specialist/ System Analyst (1S platform),https://chelyabinsk.hh.ru/vacancy/47025563?from=vacancy_search_list&query=data%20analyst,
706,47003064,"BI Аналитик (Power bi, SQL)",https://chelyabinsk.hh.ru/vacancy/47003064?from=vacancy_search_list&query=data%20analyst,
707,47018695,Team lead группы Data Quality,https://chelyabinsk.hh.ru/vacancy/47018695?from=vacancy_search_list&query=data%20analyst,
708,46566779,"Разработчик Java (middle, senior)",https://chelyabinsk.hh.ru/vacancy/46566779?from=vacancy_search_list&query=data%20analyst,
709,47010486,Системный аналитик в команду «Развитие Data Research Platform»,https://chelyabinsk.hh.ru/vacancy/47010486?from=vacancy_search_list&query=data%20analyst,
710,43820913,Разработчик Hadoop/Big Data,https://chelyabinsk.hh.ru/vacancy/43820913?from=vacancy_search_list&query=data%20analyst,
711,47047555,Владелец предметной области/Product owner,https://chelyabinsk.hh.ru/vacancy/47047555?from=vacancy_search_list&query=data%20analyst,
712,46640353,Node.js Engineer,https://chelyabinsk.hh.ru/vacancy/46640353?from=vacancy_search_list&query=data%20analyst,
713,46780512,Инженер SRE,https://chelyabinsk.hh.ru/vacancy/46780512?from=vacancy_search_list&query=data%20analyst,
714,46697225,Senior Frontend разработчик (ЦКМ),https://chelyabinsk.hh.ru/vacancy/46697225?from=vacancy_search_list&query=data%20analyst,
715,47046875,Android-разработчик в Контур.Маркет,https://chelyabinsk.hh.ru/vacancy/47046875?from=vacancy_search_list&query=data%20analyst,от 140 000 руб.
716,47040513,Senior Java разработчик (ЦКМ),https://chelyabinsk.hh.ru/vacancy/47040513?from=vacancy_search_list&query=data%20analyst,
717,45606725,Data Engineer (Microsoft Azure),https://chelyabinsk.hh.ru/vacancy/45606725?from=vacancy_search_list&query=data%20analyst,
718,45824638,CRM-маркетолог/главный специалист (онлайн коммуникации),https://chelyabinsk.hh.ru/vacancy/45824638?from=vacancy_search_list&query=data%20analyst,
719,47046871,Android-разработчик в Контур.Маркет,https://chelyabinsk.hh.ru/vacancy/47046871?from=vacancy_search_list&query=data%20analyst,от 140 000 руб.
720,46984991,Главный администратор,https://chelyabinsk.hh.ru/vacancy/46984991?from=vacancy_search_list&query=data%20analyst,до 185 000 руб.
721,46409791,Региональный менеджер по работе с ключевыми клиентами,https://chelyabinsk.hh.ru/vacancy/46409791?from=vacancy_search_list&query=data%20analyst,
722,47060040,Продюсер,https://chelyabinsk.hh.ru/vacancy/47060040?from=vacancy_search_list&query=data%20analyst,
723,44563382,Sales manager / менеджер по продажам (offline реклама),https://chelyabinsk.hh.ru/vacancy/44563382?from=vacancy_search_list&query=data%20analyst,
724,46521070,Менеджер по подбору персонала,https://chelyabinsk.hh.ru/vacancy/46521070?from=vacancy_search_list&query=data%20analyst,60 000 – 70 000 руб.
725,46473881,Sales VAS (менеджер по продажам корпоративным клиентам),https://chelyabinsk.hh.ru/vacancy/46473881?from=vacancy_search_list&query=data%20analyst,
726,46829215,Ведущий специалист по работе с прайс-площадками,https://chelyabinsk.hh.ru/vacancy/46829215?from=vacancy_search_list&query=data%20analyst,
727,47106027,Ассистент отдела (наружная реклама),https://chelyabinsk.hh.ru/vacancy/47106027?from=vacancy_search_list&query=data%20analyst,
728,46768395,Старший специалист по продажам B2B (средний и малый бизнес),https://chelyabinsk.hh.ru/vacancy/46768395?from=vacancy_search_list&query=data%20analyst,
729,46879546,Менеджер по работе с коммерческой недвижимостью,https://chelyabinsk.hh.ru/vacancy/46879546?from=vacancy_search_list&query=data%20analyst,
730,46630766,Менеджер по продажам крупным клиентам (B2B),https://chelyabinsk.hh.ru/vacancy/46630766?from=vacancy_search_list&query=data%20analyst,от 80 000 руб.
731,46690792,Старший специалист по продажам B2B (средний и малый бизнес),https://chelyabinsk.hh.ru/vacancy/46690792?from=vacancy_search_list&query=data%20analyst,от 70 000 руб.
