,sj_id,name,link,salary
59,37503387,Аналитик,https://www.superjob.ru/vakansii/analitik-37503387.html,По договорённости
60,38329325,Аналитик в HR,https://www.superjob.ru/vakansii/analitik-v-hr-38329325.html,По договорённости
61,38427845,Системный аналитик,https://www.superjob.ru/vakansii/sistemnyj-analitik-38427845.html,По договорённости
62,36181150,Ведущий веб-аналитик,https://www.superjob.ru/vakansii/veduschij-veb-analitik-36181150.html,По договорённости
63,38321194,Бизнес-аналитик 1С / Консультант-аналитик / Аналитик 1С,https://www.superjob.ru/vakansii/biznes-analitik-1s-38321194.html,от 100 000 руб./месяц
64,32707733,Аналитик центра технической поддержки,https://www.superjob.ru/vakansii/analitik-centra-tehnicheskoj-podderzhki-32707733.html,от 30 000 руб./месяц
65,38595314,Аналитик бизнес-процессов,https://www.superjob.ru/vakansii/analitik-biznes-processov-38595314.html,По договорённости
66,37980439,Аналитик баз данных / Data Engineer,https://www.superjob.ru/vakansii/analitik-baz-dannyh-37980439.html,По договорённости
67,38624542,Финансовый аналитик,https://www.superjob.ru/vakansii/finansovyj-analitik-38624542.html,от 70 000 руб./месяц
68,38513228,Системный Аналитик / Технический эксперт (Блок: логистика),https://www.superjob.ru/vakansii/sistemnyj-analitik-38513228.html,По договорённости
69,38647847,Аналитик,https://www.superjob.ru/vakansii/analitik-38647847.html,от 50 000 руб./месяц
70,38222418,Аналитик 1С,https://www.superjob.ru/vakansii/analitik-1s-38222418.html,150 000 — 180 000 руб./месяц
71,37806581,Кредитный аналитик,https://www.superjob.ru/vakansii/kreditnyj-analitik-37806581.html,По договорённости
72,38397963,Бизнес-аналитик (проект автоматизации),https://www.superjob.ru/vakansii/biznes-analitik-38397963.html,до 200 000 руб./месяц
73,37296833,Руководитель проекта / Бизнес-аналитик (Главный специалист 1 категории),https://www.superjob.ru/vakansii/rukovoditel-proekta-37296833.html,120 000 — 150 000 руб./месяц
74,38200412,Бизнес-аналитик 1С,https://www.superjob.ru/vakansii/biznes-analitik-1s-38200412.html,от 95 000 руб./месяц
75,38199163,Консультант-аналитик 1С,https://www.superjob.ru/vakansii/konsultant-analitik-1s-38199163.html,140 000 — 170 000 руб./месяц
76,38420841,Ведущий экономист-аналитик / Ведущий финансовый менеджер / Ведущий финансовый аналитик,https://www.superjob.ru/vakansii/veduschij-ekonomist-analitik-38420841.html,от 90 000 руб./месяц
77,38404624,Старший системный аналитик,https://www.superjob.ru/vakansii/starshij-sistemnyj-analitik-38404624.html,до 100 000 руб./месяц
78,38645580,Бизнес-аналитик 1С,https://www.superjob.ru/vakansii/biznes-analitik-1s-38645580.html,По договорённости
79,36509180,Провизор-аналитик,https://www.superjob.ru/vakansii/provizor-analitik-36509180.html,от 30 000 руб./месяц
80,38451410,Системный аналитик,https://www.superjob.ru/vakansii/sistemnyj-analitik-38451410.html,По договорённости
